inspection_id,date,zone,equipment_name,equipment_type,health_score,status,last_maintenance_date,next_maintenance_date,anomaly_type,risk_level,temperature_reading,vibration_reading,power_consumption,estimated_lifespan_days
INS026166,2020-11-20,A区,应急照明,电气,85,正常,2020-09-02,2020-12-25,,低,52.9,2.24,51.2,1931
INS026167,2020-11-20,A区,排水系统,结构,85,正常,2020-09-09,2020-12-21,,低,26.0,2.61,56.8,2977
INS026168,2020-11-20,A区,隔音墙板,结构,76,正常,2020-09-16,2021-02-06,,低,32.5,1.02,25.0,2064
INS026169,2020-11-20,A区,电子显示屏,电气,93,正常,2020-06-26,2021-01-09,,低,63.2,2.36,87.0,1907
INS026170,2020-11-20,B区,座椅系统,结构,83,正常,2020-07-31,2021-01-16,,低,19.5,2.04,31.1,3607
INS026171,2020-11-20,B区,空调机组,暖通,65,预警,2020-06-05,2021-01-08,,低,42.4,2.55,119.0,924
INS026172,2020-11-20,B区,照明系统,电气,76,正常,2020-09-26,2021-02-03,,低,74.5,2.45,76.7,1735
INS026173,2020-11-20,B区,消防喷淋,消防,89,正常,2020-06-08,2021-02-10,,低,28.8,3.34,29.6,2371
INS026174,2020-11-20,B区,监控摄像头,安防,85,正常,2020-07-06,2021-01-07,,低,29.3,1.24,37.6,1419
INS026175,2020-11-20,B区,通风管道,暖通,52,预警,2020-10-08,2021-01-30,,中,44.2,3.48,113.1,1142
INS026176,2020-11-20,B区,应急照明,电气,83,正常,2020-06-09,2021-01-25,,低,47.0,1.78,44.3,1494
INS026177,2020-11-20,B区,排水系统,结构,79,正常,2020-08-24,2021-01-01,,低,40.2,1.63,23.1,3556
INS026178,2020-11-20,B区,隔音墙板,结构,86,正常,2020-07-18,2021-02-17,,低,30.8,2.07,34.1,2595
INS026179,2020-11-20,B区,电子显示屏,电气,74,正常,2020-06-05,2021-01-28,,低,56.0,2.12,44.4,1207
INS026180,2020-11-20,C区,座椅系统,结构,77,正常,2020-09-04,2021-01-22,,低,17.6,2.15,30.9,3384
INS026181,2020-11-20,C区,空调机组,暖通,75,正常,2020-08-05,2020-12-29,,低,39.3,2.9,97.1,1107
INS026182,2020-11-20,C区,照明系统,电气,79,正常,2020-08-08,2021-02-13,,低,53.1,3.42,73.3,1633
INS026183,2020-11-20,C区,消防喷淋,消防,89,正常,2020-09-23,2021-01-03,,低,32.5,0.39,25.7,2603
INS026184,2020-11-20,C区,监控摄像头,安防,79,正常,2020-06-01,2021-01-14,,低,46.1,2.64,9.8,1399
INS026185,2020-11-20,C区,通风管道,暖通,70,正常,2020-09-18,2020-12-21,,低,47.0,3.58,95.2,1189
INS026186,2020-11-20,C区,应急照明,电气,75,正常,2020-06-26,2021-01-06,,低,51.7,2.43,51.8,1482
INS026187,2020-11-20,C区,排水系统,结构,88,正常,2020-07-12,2020-12-26,,低,40.6,0.73,47.5,3841
INS026188,2020-11-20,C区,隔音墙板,结构,83,正常,2020-09-27,2021-02-11,,低,20.0,0.76,39.3,3168
INS026189,2020-11-20,C区,电子显示屏,电气,84,正常,2020-06-24,2020-12-29,,低,54.8,2.1,49.6,2060
INS026190,2020-11-20,VIP区,座椅系统,结构,84,正常,2020-06-06,2021-02-01,,低,35.1,0.71,27.4,2929
INS026191,2020-11-20,VIP区,空调机组,暖通,72,正常,2020-06-21,2021-01-11,制冷不足,低,54.7,4.15,83.6,952
INS026192,2020-11-20,VIP区,照明系统,电气,84,正常,2020-07-30,2021-01-08,,低,52.4,2.37,74.0,1951
INS026193,2020-11-20,VIP区,消防喷淋,消防,87,正常,2020-07-23,2021-02-17,,低,42.1,2.6,28.8,1887
INS026194,2020-11-20,VIP区,监控摄像头,安防,81,正常,2020-07-10,2021-01-13,,低,30.6,2.86,22.6,1225
INS026195,2020-11-20,VIP区,电梯系统,运输,70,正常,2020-08-27,2021-01-26,,低,34.1,4.99,36.1,1196
INS026196,2020-11-20,VIP区,通风管道,暖通,70,正常,2020-09-05,2021-01-18,,低,44.6,3.53,72.0,1132
INS026197,2020-11-20,VIP区,应急照明,电气,77,正常,2020-06-09,2021-02-13,,低,59.9,1.11,67.0,1868
INS026198,2020-11-20,VIP区,排水系统,结构,89,正常,2020-09-14,2021-01-19,,低,32.8,2.42,-4.1,2901
INS026199,2020-11-20,VIP区,电子显示屏,电气,82,正常,2020-06-17,2021-01-16,,低,48.5,0.54,77.3,2033
INS026200,2020-11-20,VIP区,贵宾接待系统,控制,76,正常,2020-08-06,2020-12-28,,低,35.8,1.5,39.1,1218
INS026201,2020-11-20,舞台区,液压升降台,机械,76,正常,2020-08-12,2021-01-24,,低,77.4,3.95,29.2,777
INS026202,2020-11-20,舞台区,舞台灯光,电气,76,正常,2020-10-16,2020-12-29,,低,61.6,2.65,90.5,1197
INS026203,2020-11-20,舞台区,音响系统,电气,70,正常,2020-07-12,2020-12-27,,低,53.3,2.81,78.7,1865
INS026204,2020-11-20,舞台区,烟雾机,特效,76,正常,2020-10-03,2020-12-21,,低,29.9,1.42,34.5,564
INS026205,2020-11-20,舞台区,吊挂系统,机械,79,正常,2020-07-13,2021-02-09,,低,63.9,3.65,25.4,1065
INS026206,2020-11-20,舞台区,旋转舞台,机械,76,正常,2020-06-22,2021-02-16,,低,65.0,5.13,26.6,603
INS026207,2020-11-20,舞台区,LED地屏,电气,80,正常,2020-09-25,2021-01-31,,低,51.3,3.11,80.6,2207
INS026208,2020-11-20,舞台区,舞台幕布,结构,91,正常,2020-07-20,2021-01-23,,低,30.0,1.51,13.0,3088
INS026209,2020-11-20,舞台区,线缆卷扬机,机械,67,预警,2020-07-24,2021-02-12,,低,63.4,4.3,29.8,813
INS026210,2020-11-20,舞台区,舞台监控,安防,80,正常,2020-08-06,2021-01-07,,低,34.6,2.17,23.5,1238
INS026211,2020-11-20,灯光区,主灯阵列,电气,77,正常,2020-08-26,2021-02-04,,低,51.0,0.8,86.7,1897
INS026212,2020-11-20,灯光区,追光灯,电气,77,正常,2020-10-10,2020-12-23,,低,50.9,1.77,75.1,1396
INS026213,2020-11-20,灯光区,灯光控制台,控制,83,正常,2020-08-26,2021-02-14,,低,34.0,1.79,16.7,754
INS026214,2020-11-20,灯光区,配电柜,电气,79,正常,2020-06-30,2020-12-27,,低,58.6,2.36,82.3,1566
INS026215,2020-11-20,灯光区,散热系统,暖通,77,正常,2020-09-22,2020-12-28,,低,40.4,3.28,84.8,1119
INS026216,2020-11-20,灯光区,特效灯,电气,85,正常,2020-08-19,2021-01-20,,低,53.3,0.5,78.9,2256
INS026217,2020-11-20,灯光区,激光投影,电气,88,正常,2020-06-03,2021-02-06,,低,52.1,2.1,55.9,1350
INS026218,2020-11-20,灯光区,灯光桁架,结构,86,正常,2020-06-21,2021-01-11,,低,39.5,1.05,43.9,2245
INS026219,2020-11-20,灯光区,调光器,电气,75,正常,2020-08-23,2021-02-07,,低,59.6,2.91,75.4,1601
INS026220,2020-11-20,灯光区,信号放大器,通信,68,预警,2020-10-07,2021-02-04,,低,30.3,2.74,32.5,648
INS026221,2020-11-20,音响区,主扩音箱,电气,70,正常,2020-08-21,2021-01-14,,低,54.0,2.2,51.9,1076
INS026222,2020-11-20,音响区,低音炮阵列,电气,70,正常,2020-06-21,2021-01-20,,低,62.1,2.26,60.5,1207
INS026223,2020-11-20,音响区,调音台,控制,81,正常,2020-10-01,2021-01-08,,低,46.0,2.76,33.0,1001
INS026224,2020-11-20,音响区,无线麦克风,通信,72,正常,2020-09-15,2021-01-19,,低,36.9,3.45,44.4,963
INS026225,2020-11-20,音响区,功放系统,电气,77,正常,2020-06-13,2020-12-28,,低,58.5,1.54,73.7,1921
INS026226,2020-11-20,音响区,音频处理器,控制,86,正常,2020-07-31,2020-12-20,,低,34.1,2.29,22.9,1062
INS026227,2020-11-20,音响区,返听音箱,电气,93,正常,2020-08-28,2020-12-21,,低,61.6,2.77,20.9,2024
INS026228,2020-11-20,音响区,信号分配器,通信,81,正常,2020-07-11,2021-01-14,,低,18.2,1.97,25.4,652
INS026229,2020-11-20,音响区,录音系统,控制,76,正常,2020-08-23,2021-02-01,,低,19.0,1.3,38.2,1102
INS026230,2020-11-20,音响区,降噪系统,电气,71,正常,2020-08-13,2021-02-09,,低,62.1,2.26,55.2,1181
INS026231,2020-11-20,安防区,视频监控,安防,71,正常,2020-09-28,2020-12-22,,低,34.0,2.84,24.6,1275
INS026232,2020-11-20,安防区,门禁系统,安防,79,正常,2020-06-13,2021-01-31,,低,34.9,1.7,0.8,1255
INS026233,2020-11-20,安防区,X光安检机,安防,72,正常,2020-09-16,2021-01-04,,低,30.5,1.0,64.0,756
INS026234,2020-11-20,安防区,金属探测器,安防,73,正常,2020-08-03,2021-01-29,,低,46.1,1.4,18.8,882
INS026235,2020-11-20,安防区,报警系统,安防,80,正常,2020-09-09,2021-01-02,,低,38.3,2.4,34.2,1153
INS026236,2020-11-20,安防区,人脸识别终端,安防,85,正常,2020-07-01,2021-01-20,,低,29.0,1.76,37.7,1134
INS026237,2020-11-20,安防区,巡更系统,安防,80,正常,2020-08-26,2021-01-04,,低,28.6,1.5,39.1,1167
INS026238,2020-11-20,安防区,对讲系统,通信,70,正常,2020-08-14,2021-01-28,,低,25.6,2.9,39.3,571
INS026239,2020-11-20,安防区,防入侵传感器,安防,81,正常,2020-05-30,2021-02-03,,低,34.7,3.16,49.9,1026
INS026240,2020-11-20,安防区,安防控制台,控制,86,正常,2020-08-28,2021-01-28,,低,42.0,2.39,26.5,954
INS026241,2020-11-20,消防区,火灾报警器,消防,87,正常,2020-08-24,2021-01-08,,低,24.4,1.61,28.4,2125
INS026242,2020-11-20,消防区,自动喷淋,消防,81,正常,2020-05-26,2020-12-27,,低,17.2,2.67,30.0,1997
INS026243,2020-11-20,消防区,消防水泵,机械,73,正常,2020-09-06,2021-01-07,,低,37.6,4.98,18.3,694
INS026244,2020-11-20,消防区,排烟风机,暖通,60,预警,2020-09-25,2021-01-24,压缩机故障,低,36.0,1.8,93.6,824
INS026245,2020-11-20,消防区,灭火器组,消防,89,正常,2020-09-25,2021-01-01,,低,40.3,3.19,24.5,2309
INS026246,2020-11-20,消防区,气体灭火系统,消防,90,正常,2020-10-07,2021-01-26,,低,34.5,1.72,43.9,2100
INS026247,2020-11-20,消防区,消防广播,通信,74,正常,2020-08-12,2021-01-08,干扰,低,29.4,0.34,30.9,748
INS026248,2020-11-20,消防区,防火卷帘,结构,82,正常,2020-07-15,2021-01-03,,低,26.6,1.07,22.1,3446
INS026249,2020-11-20,消防区,消防电话,通信,88,正常,2020-07-31,2021-02-11,,低,37.6,0.91,33.8,1183
INS026250,2020-11-20,消防区,应急照明,电气,75,正常,2020-09-21,2021-01-14,,低,62.5,2.6,74.7,1414
INS026251,2020-11-20,电力区,主变压器,电气,82,正常,2020-10-11,2021-01-23,,低,52.8,2.26,80.8,1471
INS026252,2020-11-20,电力区,备用发电机,机械,59,预警,2020-08-16,2021-02-15,,中,63.8,3.87,48.0,663
INS026253,2020-11-20,电力区,UPS电源,电气,84,正常,2020-06-14,2020-12-27,,低,51.4,1.7,92.6,2198
INS026254,2020-11-20,电力区,配电柜,电气,83,正常,2020-07-09,2020-12-23,,低,64.8,2.11,50.5,2315
INS026255,2020-11-20,电力区,电缆线路,电气,68,预警,2020-09-21,2021-02-05,,低,37.8,2.99,83.9,1055
INS026256,2020-11-20,电力区,稳压器,电气,76,正常,2020-09-08,2021-01-26,接触不良,低,69.5,0.91,70.9,1198
INS026257,2020-11-20,电力区,电容补偿柜,电气,76,正常,2020-08-08,2021-01-09,,低,50.0,1.35,46.3,1674
INS026258,2020-11-20,电力区,接地系统,电气,84,正常,2020-07-16,2021-01-05,,低,70.0,2.12,52.0,2294
INS026259,2020-11-20,电力区,电力监控,控制,78,正常,2020-06-29,2020-12-30,,低,48.5,1.87,50.8,1071
INS026260,2020-11-20,电力区,柴油储罐,机械,53,预警,2020-08-30,2021-01-07,磨损,中,69.0,2.41,30.8,741
INS026261,2020-11-27,A区,座椅系统,结构,86,正常,2020-07-02,2021-02-05,,低,39.6,2.04,8.4,2912
INS026262,2020-11-27,A区,空调机组,暖通,68,预警,2020-06-23,2021-01-26,,低,48.8,2.91,105.9,987
INS026263,2020-11-27,A区,照明系统,电气,74,正常,2020-10-05,2021-01-05,,低,46.0,2.21,88.3,1646
INS026264,2020-11-27,A区,消防喷淋,消防,87,正常,2020-08-22,2021-01-10,,低,22.6,1.92,40.8,2122
INS026265,2020-11-27,A区,监控摄像头,安防,80,正常,2020-07-22,2021-01-15,,低,25.6,2.1,24.4,1260
INS026266,2020-11-27,A区,通风管道,暖通,75,正常,2020-10-01,2021-01-07,,低,50.9,3.02,80.8,1120
INS026267,2020-11-27,A区,应急照明,电气,79,正常,2020-08-08,2021-01-01,,低,66.1,2.47,93.0,2129
INS026268,2020-11-27,A区,排水系统,结构,83,正常,2020-09-10,2021-01-02,,低,22.0,1.7,14.7,3238
INS026269,2020-11-27,A区,隔音墙板,结构,88,正常,2020-06-16,2021-02-04,,低,34.3,2.84,40.6,2348
INS026270,2020-11-27,A区,电子显示屏,电气,85,正常,2020-10-18,2021-01-22,,低,57.9,1.37,73.0,2115
INS026271,2020-11-27,B区,座椅系统,结构,72,正常,2020-06-28,2021-02-19,锈蚀,低,38.5,2.16,39.7,3361
INS026272,2020-11-27,B区,空调机组,暖通,79,正常,2020-08-14,2021-01-07,,低,44.8,3.98,111.8,1110
INS026273,2020-11-27,B区,照明系统,电气,86,正常,2020-09-24,2021-02-21,,低,74.8,1.8,71.1,1812
INS026274,2020-11-27,B区,消防喷淋,消防,81,正常,2020-08-16,2021-02-22,,低,40.9,1.75,17.6,1686
INS026275,2020-11-27,B区,监控摄像头,安防,72,正常,2020-07-19,2021-02-23,,低,16.3,1.18,6.2,907
INS026276,2020-11-27,B区,通风管道,暖通,67,预警,2020-07-03,2021-01-22,,低,38.6,4.13,88.5,1361
INS026277,2020-11-27,B区,应急照明,电气,79,正常,2020-10-20,2020-12-29,,低,65.0,3.1,64.7,1901
INS026278,2020-11-27,B区,排水系统,结构,85,正常,2020-08-12,2021-02-01,,低,39.7,1.02,19.5,3803
INS026279,2020-11-27,B区,隔音墙板,结构,85,正常,2020-07-09,2021-02-20,,低,23.3,0.37,10.9,2914
INS026280,2020-11-27,B区,电子显示屏,电气,86,正常,2020-09-09,2021-01-29,,低,55.0,1.31,63.8,2055
INS026281,2020-11-27,C区,座椅系统,结构,91,正常,2020-09-22,2021-01-14,,低,25.8,1.38,42.0,2651
INS026282,2020-11-27,C区,空调机组,暖通,74,正常,2020-07-21,2021-02-06,,低,44.0,3.08,94.5,1155
INS026283,2020-11-27,C区,照明系统,电气,82,正常,2020-07-10,2021-01-22,,低,64.6,2.79,72.3,1480
INS026284,2020-11-27,C区,消防喷淋,消防,90,正常,2020-06-12,2021-01-06,,低,40.0,2.77,19.8,1908
INS026285,2020-11-27,C区,监控摄像头,安防,78,正常,2020-06-11,2021-01-25,,低,45.8,1.42,15.8,1098
INS026286,2020-11-27,C区,通风管道,暖通,87,正常,2020-07-14,2021-02-01,,低,38.9,2.63,138.0,1809
INS026287,2020-11-27,C区,应急照明,电气,81,正常,2020-07-03,2021-02-10,,低,55.8,2.63,85.1,2174
INS026288,2020-11-27,C区,排水系统,结构,82,正常,2020-09-07,2021-02-07,,低,34.1,1.13,22.0,2489
INS026289,2020-11-27,C区,隔音墙板,结构,88,正常,2020-09-27,2021-01-05,,低,36.5,2.19,37.7,2403
INS026290,2020-11-27,C区,电子显示屏,电气,84,正常,2020-06-30,2021-02-08,,低,44.7,1.95,52.5,1441
INS026291,2020-11-27,VIP区,座椅系统,结构,88,正常,2020-09-27,2021-02-09,,低,27.3,2.37,22.1,3754
INS026292,2020-11-27,VIP区,空调机组,暖通,73,正常,2020-09-26,2021-01-03,,低,64.5,3.34,71.4,1490
INS026293,2020-11-27,VIP区,照明系统,电气,82,正常,2020-09-03,2021-02-13,,低,57.9,2.25,63.2,1695
INS026294,2020-11-27,VIP区,消防喷淋,消防,90,正常,2020-08-29,2021-02-23,,低,29.2,1.66,27.7,1895
INS026295,2020-11-27,VIP区,监控摄像头,安防,82,正常,2020-06-06,2021-02-14,,低,27.8,1.79,30.0,1487
INS026296,2020-11-27,VIP区,电梯系统,运输,71,正常,2020-07-11,2021-02-03,,低,32.2,1.41,49.2,1336
INS026297,2020-11-27,VIP区,通风管道,暖通,94,正常,2020-08-03,2021-01-23,,低,40.7,2.55,104.2,1875
INS026298,2020-11-27,VIP区,应急照明,电气,78,正常,2020-08-21,2021-02-10,,低,51.8,0.12,59.2,2103
INS026299,2020-11-27,VIP区,排水系统,结构,97,正常,2020-06-20,2021-02-12,,低,28.9,2.2,40.0,4120
INS026300,2020-11-27,VIP区,电子显示屏,电气,86,正常,2020-09-09,2021-01-09,,低,48.2,1.43,77.5,2121
INS026301,2020-11-27,VIP区,贵宾接待系统,控制,63,预警,2020-09-27,2021-01-20,,低,27.4,1.69,47.1,810
INS026302,2020-11-27,舞台区,液压升降台,机械,89,正常,2020-10-07,2021-02-19,,低,72.5,5.3,12.4,999
INS026303,2020-11-27,舞台区,舞台灯光,电气,84,正常,2020-10-01,2021-01-01,,低,37.6,1.74,61.7,2343
INS026304,2020-11-27,舞台区,音响系统,电气,61,预警,2020-07-26,2021-01-27,,低,49.9,0.21,94.4,1399
INS026305,2020-11-27,舞台区,烟雾机,特效,68,预警,2020-10-23,2021-01-15,,低,34.0,1.64,27.9,438
INS026306,2020-11-27,舞台区,吊挂系统,机械,75,正常,2020-06-08,2021-02-09,,低,56.3,4.27,17.9,769
INS026307,2020-11-27,舞台区,旋转舞台,机械,78,正常,2020-10-05,2021-01-27,,低,70.5,4.46,9.7,614
INS026308,2020-11-27,舞台区,LED地屏,电气,69,预警,2020-08-05,2021-01-09,接触不良,低,37.1,3.01,79.4,1190
INS026309,2020-11-27,舞台区,舞台幕布,结构,83,正常,2020-10-28,2021-01-17,,低,25.0,1.78,23.3,3904
INS026310,2020-11-27,舞台区,线缆卷扬机,机械,59,预警,2020-10-27,2021-01-25,,中,62.0,4.38,23.2,540
INS026311,2020-11-27,舞台区,舞台监控,安防,77,正常,2020-06-14,2021-01-16,画面模糊,低,31.6,2.41,12.8,1366
INS026312,2020-11-27,灯光区,主灯阵列,电气,90,正常,2020-09-06,2021-02-23,,低,66.0,2.75,75.0,2083
INS026313,2020-11-27,灯光区,追光灯,电气,73,正常,2020-09-22,2021-01-31,,低,44.3,2.59,60.7,2004
INS026314,2020-11-27,灯光区,灯光控制台,控制,75,正常,2020-10-19,2021-01-25,,低,32.8,0.95,50.1,973
INS026315,2020-11-27,灯光区,配电柜,电气,76,正常,2020-09-06,2021-02-03,,低,64.5,1.54,50.5,1973
INS026316,2020-11-27,灯光区,散热系统,暖通,69,预警,2020-09-01,2021-02-15,,低,54.7,3.46,94.8,1290
INS026317,2020-11-27,灯光区,特效灯,电气,87,正常,2020-09-11,2021-02-09,,低,58.2,3.16,42.2,1566
INS026318,2020-11-27,灯光区,激光投影,电气,85,正常,2020-07-17,2021-02-16,,低,64.3,1.74,67.1,1716
INS026319,2020-11-27,灯光区,灯光桁架,结构,85,正常,2020-09-14,2021-01-23,,低,27.5,1.9,25.1,2550
INS026320,2020-11-27,灯光区,调光器,电气,81,正常,2020-06-26,2021-01-11,,低,53.3,1.52,61.3,1357
INS026321,2020-11-27,灯光区,信号放大器,通信,76,正常,2020-09-11,2021-01-08,,低,35.6,1.68,45.3,972
INS026322,2020-11-27,音响区,主扩音箱,电气,81,正常,2020-09-15,2021-02-06,,低,64.1,2.28,86.2,2056
INS026323,2020-11-27,音响区,低音炮阵列,电气,78,正常,2020-10-27,2021-02-09,,低,53.0,2.43,67.7,1465
INS026324,2020-11-27,音响区,调音台,控制,76,正常,2020-10-22,2021-02-02,,低,29.1,1.97,54.0,926
INS026325,2020-11-27,音响区,无线麦克风,通信,66,预警,2020-06-19,2021-02-10,,低,51.1,2.2,15.9,638
INS026326,2020-11-27,音响区,功放系统,电气,84,正常,2020-07-31,2020-12-29,,低,56.1,2.3,65.7,1437
INS026327,2020-11-27,音响区,音频处理器,控制,71,正常,2020-06-29,2021-01-28,,低,39.4,0.37,38.8,957
INS026328,2020-11-27,音响区,返听音箱,电气,68,预警,2020-09-13,2021-01-09,,低,60.1,0.54,80.5,1686
INS026329,2020-11-27,音响区,信号分配器,通信,89,正常,2020-06-06,2021-01-10,,低,31.8,3.46,18.9,746
INS026330,2020-11-27,音响区,录音系统,控制,70,正常,2020-10-20,2021-02-01,,低,38.2,0.4,14.9,924
INS026331,2020-11-27,音响区,降噪系统,电气,77,正常,2020-08-22,2020-12-28,,低,54.8,2.52,77.0,2085
INS026332,2020-11-27,安防区,视频监控,安防,74,正常,2020-09-20,2021-01-22,,低,30.3,3.21,26.7,1087
INS026333,2020-11-27,安防区,门禁系统,安防,76,正常,2020-10-05,2021-01-16,,低,24.3,2.79,19.8,1203
INS026334,2020-11-27,安防区,X光安检机,安防,87,正常,2020-07-28,2021-02-12,,低,29.2,1.77,32.2,1290
INS026335,2020-11-27,安防区,金属探测器,安防,77,正常,2020-10-19,2021-02-05,,低,36.6,2.24,28.2,798
INS026336,2020-11-27,安防区,报警系统,安防,83,正常,2020-08-15,2021-02-09,,低,24.3,2.85,19.2,1490
INS026337,2020-11-27,安防区,人脸识别终端,安防,83,正常,2020-07-20,2021-02-23,,低,26.3,2.02,-6.7,955
INS026338,2020-11-27,安防区,巡更系统,安防,85,正常,2020-07-27,2021-01-09,,低,24.2,2.36,52.2,1047
INS026339,2020-11-27,安防区,对讲系统,通信,87,正常,2020-10-09,2021-01-14,,低,35.2,2.39,7.1,824
INS026340,2020-11-27,安防区,防入侵传感器,安防,83,正常,2020-07-14,2021-01-30,,低,33.2,1.47,30.4,903
INS026341,2020-11-27,安防区,安防控制台,控制,74,正常,2020-10-09,2021-02-10,,低,7.8,1.79,36.6,713
INS026342,2020-11-27,消防区,火灾报警器,消防,84,正常,2020-07-20,2021-01-16,,低,36.1,2.29,40.9,2404
INS026343,2020-11-27,消防区,自动喷淋,消防,84,正常,2020-09-11,2021-02-17,,低,34.9,2.14,18.6,1821
INS026344,2020-11-27,消防区,消防水泵,机械,67,预警,2020-08-12,2021-02-21,,低,43.4,4.02,37.3,679
INS026345,2020-11-27,消防区,排烟风机,暖通,72,正常,2020-08-24,2020-12-29,,低,53.4,3.39,89.5,1323
INS026346,2020-11-27,消防区,灭火器组,消防,95,正常,2020-08-06,2021-01-02,,低,20.5,0.84,21.5,2036
INS026347,2020-11-27,消防区,气体灭火系统,消防,88,正常,2020-10-28,2021-02-22,,低,33.6,3.04,48.3,1929
INS026348,2020-11-27,消防区,消防广播,通信,72,正常,2020-07-15,2021-02-13,,低,31.6,2.43,19.9,859
INS026349,2020-11-27,消防区,防火卷帘,结构,79,正常,2020-09-28,2021-01-07,,低,39.6,2.97,4.6,3348
INS026350,2020-11-27,消防区,消防电话,通信,76,正常,2020-07-25,2020-12-29,,低,28.1,1.33,12.1,862
INS026351,2020-11-27,消防区,应急照明,电气,81,正常,2020-08-08,2021-02-12,,低,48.0,1.56,49.4,1959
INS026352,2020-11-27,电力区,主变压器,电气,88,正常,2020-06-17,2021-01-23,,低,41.4,1.26,55.9,2315
INS026353,2020-11-27,电力区,备用发电机,机械,57,预警,2020-10-28,2021-01-09,,中,44.8,5.24,47.7,456
INS026354,2020-11-27,电力区,UPS电源,电气,89,正常,2020-06-07,2021-02-01,,低,61.4,0.55,51.8,2353
INS026355,2020-11-27,电力区,配电柜,电气,71,正常,2020-09-24,2021-02-12,,低,46.4,2.56,64.9,1354
INS026356,2020-11-27,电力区,电缆线路,电气,83,正常,2020-09-03,2021-02-15,,低,48.1,2.8,80.4,2189
INS026357,2020-11-27,电力区,稳压器,电气,74,正常,2020-09-27,2021-01-28,,低,65.8,3.39,57.9,1699
INS026358,2020-11-27,电力区,电容补偿柜,电气,88,正常,2020-08-29,2021-02-09,,低,71.4,2.75,86.9,1450
INS026359,2020-11-27,电力区,接地系统,电气,82,正常,2020-07-07,2021-01-09,,低,50.4,2.57,78.3,2116
INS026360,2020-11-27,电力区,电力监控,控制,80,正常,2020-10-24,2021-02-23,,低,27.5,1.97,21.7,921
INS026361,2020-11-27,电力区,柴油储罐,机械,58,预警,2020-09-15,2021-02-21,,中,79.6,3.54,43.6,610
INS026362,2020-12-02,A区,座椅系统,结构,81,正常,2020-07-22,2021-02-13,,低,20.6,0.8,21.2,3088
INS026363,2020-12-02,A区,空调机组,暖通,82,正常,2020-07-12,2021-02-17,,低,54.3,2.56,87.8,1528
INS026364,2020-12-02,A区,照明系统,电气,81,正常,2020-08-03,2021-01-17,,低,63.0,1.62,63.1,2115
INS026365,2020-12-02,A区,消防喷淋,消防,86,正常,2020-10-20,2021-01-25,,低,39.8,1.16,23.1,2751
INS026366,2020-12-02,A区,监控摄像头,安防,76,正常,2020-06-28,2021-01-06,信号中断,低,26.6,2.07,21.9,1044
INS026367,2020-12-02,A区,通风管道,暖通,76,正常,2020-07-07,2021-02-21,,低,35.6,2.14,73.3,1590
INS026368,2020-12-02,A区,应急照明,电气,79,正常,2020-09-11,2021-02-06,,低,50.3,2.56,43.4,2105
INS026369,2020-12-02,A区,排水系统,结构,85,正常,2020-10-12,2021-02-25,,低,23.9,0.4,16.1,3430
INS026370,2020-12-02,A区,隔音墙板,结构,85,正常,2020-07-01,2021-01-21,,低,35.3,0.7,17.8,3751
INS026371,2020-12-02,A区,电子显示屏,电气,76,正常,2020-07-31,2021-02-03,,低,51.7,2.12,51.8,1947
INS026372,2020-12-02,B区,座椅系统,结构,82,正常,2020-09-30,2021-02-02,,低,36.7,-0.19,36.9,2974
INS026373,2020-12-02,B区,空调机组,暖通,75,正常,2020-09-27,2021-01-21,,低,48.9,4.0,105.8,1664
INS026374,2020-12-02,B区,照明系统,电气,82,正常,2020-06-26,2021-01-07,,低,54.7,2.74,84.8,1884
INS026375,2020-12-02,B区,消防喷淋,消防,87,正常,2020-09-30,2021-02-12,,低,26.1,1.27,38.2,2429
INS026376,2020-12-02,B区,监控摄像头,安防,71,正常,2020-11-02,2021-03-01,识别率下降,低,39.8,1.75,1.6,1227
INS026377,2020-12-02,B区,通风管道,暖通,57,预警,2020-10-22,2021-02-08,,中,43.4,2.35,111.2,913
INS026378,2020-12-02,B区,应急照明,电气,91,正常,2020-10-28,2021-02-22,,低,55.0,3.4,68.0,2104
INS026379,2020-12-02,B区,排水系统,结构,82,正常,2020-10-18,2021-01-02,,低,21.8,1.55,41.3,3320
INS026380,2020-12-02,B区,隔音墙板,结构,86,正常,2020-09-01,2021-02-14,,低,29.6,2.33,20.8,2998
INS026381,2020-12-02,B区,电子显示屏,电气,80,正常,2020-10-11,2021-01-25,,低,53.4,1.13,79.3,1673
INS026382,2020-12-02,C区,座椅系统,结构,80,正常,2020-07-27,2021-02-10,,低,25.2,1.04,31.3,2133
INS026383,2020-12-02,C区,空调机组,暖通,55,预警,2020-08-28,2021-01-02,异响,中,48.1,3.93,94.6,1202
INS026384,2020-12-02,C区,照明系统,电气,76,正常,2020-06-30,2021-02-09,,低,61.5,2.19,52.9,2139
INS026385,2020-12-02,C区,消防喷淋,消防,87,正常,2020-10-31,2021-01-31,,低,38.1,1.92,48.7,1720
INS026386,2020-12-02,C区,监控摄像头,安防,78,正常,2020-07-29,2021-03-01,,低,37.9,2.86,24.2,1337
INS026387,2020-12-02,C区,通风管道,暖通,74,正常,2020-10-24,2021-01-29,,低,58.6,2.99,85.8,1653
INS026388,2020-12-02,C区,应急照明,电气,77,正常,2020-08-20,2021-02-16,,低,54.9,2.29,55.2,1294
INS026389,2020-12-02,C区,排水系统,结构,93,正常,2020-08-31,2021-02-20,,低,36.7,0.52,32.7,4395
